ID,var3,var15,var36,num_var5,var38,imp_ent_var16_ult1,TARGET
39150,2,59,1,3,90681.06,0.0,0
39155,2,23,3,3,42996.0,0.0,0
39156,2,37,1,3,141391.2,0.0,0
39157,2,23,99,0,65327.79,0.0,0
39158,2,23,99,0,56215.23,0.0,0
39160,2,23,3,3,117310.979016494,0.0,0
39162,2,35,3,0,129412.41,0.0,0
39164,2,23,3,3,112960.2,0.0,0
39165,2,43,1,3,117310.979016494,0.0,0
39166,2,23,3,3,59328.0,0.0,0
39168,2,23,3,3,104563.8,0.0,0
39169,2,25,1,3,71687.97,0.0,0
39170,2,51,2,0,117310.979016494,0.0,0
39172,2,35,3,3,60994.86,0.0,0
39174,2,23,1,3,98583.42,0.0,0
39175,2,25,99,0,67629.6,0.0,0
39176,2,24,3,3,149140.08,0.0,0
39180,2,23,99,0,16960.23,0.0,0
39181,2,30,1,3,104578.2,0.0,0
39182,2,34,3,3,117310.979016494,0.0,1
39183,2,41,99,0,36577.44,0.0,0
39185,2,23,3,3,89579.94,0.0,0
39186,2,32,99,3,117310.979016494,0.0,0
39190,2,23,3,3,132491.58,0.0,0
39191,2,33,99,0,117310.979016494,0.0,0
39192,2,32,99,3,83893.98,0.0,0
39193,2,25,99,0,73812.27,0.0,0
39194,2,23,3,3,61458.96,0.0,0
39195,2,23,99,0,117310.979016494,0.0,0
39196,8,33,1,3,29535.24,120.0,0
39197,2,24,3,3,84819.99,0.0,0
39198,2,23,99,0,61258.98,0.0,0
39200,2,64,3,3,78513.72,0.0,0
39202,2,25,99,0,146221.59,0.0,0
39203,2,25,3,3,194980.17,0.0,0
39204,2,82,1,0,52837.2,0.0,0
39205,2,23,99,0,122063.7,0.0,0
39206,2,54,1,3,117310.979016494,0.0,0
39207,2,46,1,3,117310.979016494,0.0,0
39208,2,59,1,3,103034.28,2250.0,0
39209,2,48,2,3,56523.03,0.0,0
39211,2,42,2,3,38771.64,0.0,0
39213,2,31,99,3,150213.54,0.0,0
39214,2,24,99,0,187754.67,0.0,0
39215,2,42,99,0,105384.75,0.0,0
39220,2,22,0,3,72528.78,0.0,0
39221,2,40,99,0,83634.27,0.0,0
39222,2,23,2,3,134929.17,0.0,0
39224,2,26,3,3,117310.979016494,0.0,0
39227,2,23,3,3,95294.55,0.0,0
39231,2,49,99,0,71252.28,0.0,0
39234,2,23,3,3,145087.23,0.0,0
39235,2,26,99,0,110350.41,0.0,0
39236,2,75,2,3,34555.17,0.0,0
39238,2,23,99,0,68984.91,0.0,0
39240,2,65,2,0,52038.54,0.0,0
39241,2,25,2,3,33171.18,0.0,0
39244,2,25,99,0,27409.23,0.0,0
39246,2,35,1,3,157775.58,0.0,0
39249,2,35,1,3,74585.49,0.0,0
39250,2,35,1,3,117310.979016494,1500.0,0
39252,2,23,99,0,117310.979016494,0.0,0
39253,2,23,3,3,117310.979016494,0.0,0
39256,2,23,3,3,87295.47,0.0,0
39259,2,29,99,3,109453.23,0.0,0
39263,2,23,3,3,42884.31,0.0,0
39265,2,30,3,3,80199.06,0.0,0
39266,2,30,3,3,40273.83,0.0,0
39267,2,24,3,3,113278.11,0.0,0
39268,2,38,3,3,103808.13,0.0,0
39271,2,28,99,3,117310.979016494,0.0,0
39275,2,24,3,3,58844.4,0.0,0
39276,2,24,99,3,99044.61,0.0,0
39280,2,24,3,0,129809.94,0.0,0
39282,2,31,99,0,141883.68,0.0,0
39284,2,73,2,3,108569.64,0.0,0
39285,201,47,1,3,74513.13,0.0,0
39286,2,23,99,3,77517.18,0.0,0
39287,2,23,3,3,40724.88,0.0,0
39288,2,23,99,0,316127.91,0.0,0
39289,2,23,3,3,58693.95,0.0,0
39290,2,23,99,3,117310.979016494,0.0,0
39291,2,23,99,0,83874.69,0.0,0
39292,2,55,1,3,107976.06,0.0,0
39294,2,35,1,3,44057.88,0.0,0
39295,2,46,99,3,154569.6,0.0,0
39297,7,24,2,0,43045.23,0.0,0
39298,2,28,3,3,41966.91,0.0,0
39300,2,72,3,3,106716.96,0.0,0
39302,2,23,99,0,78282.42,0.0,0
39303,2,61,99,3,63369.33,0.0,0
39304,2,23,2,3,182851.5,0.0,0
39306,2,52,3,0,133363.59,0.0,0
39309,2,23,99,0,84397.05,0.0,1
39310,2,23,3,3,57598.68,0.0,0
39311,2,40,1,3,55936.05,0.0,0
39313,2,28,1,3,31608.93,0.0,0
39314,2,23,99,0,27053.04,0.0,0
39315,2,23,3,3,220121.67,0.0,0
39320,2,35,1,3,117310.979016494,0.0,0
39321,2,37,2,3,117310.979016494,0.0,0
39322,2,43,99,3,73184.01,0.0,0
39326,2,76,2,0,46777.26,0.0,0
39327,2,23,3,3,33146.64,0.0,0
39328,2,40,2,0,141393.54,0.0,0
39329,2,33,99,3,89546.49,0.0,0
39333,2,60,99,0,65037.57,0.0,0
39334,2,23,99,0,42432.81,0.0,0
39336,2,53,2,3,53847.51,0.0,0
39339,2,27,99,0,148350.24,0.0,0
39340,2,23,99,3,117310.979016494,0.0,0
39341,2,23,99,0,39183.75,0.0,0
39343,2,23,3,3,116850.87,0.0,0
39346,2,23,99,3,79100.31,0.0,0
39354,2,47,1,3,100133.13,1350.0,0
39355,2,58,1,3,197339.97,0.0,0
39356,2,41,3,3,117310.979016494,0.0,0
39357,6,41,99,0,117310.979016494,0.0,0
39358,2,24,2,3,69947.4,0.0,0
39359,2,25,3,3,60345.84,0.0,0
39360,2,29,1,0,69961.35,0.0,0
39361,2,36,2,3,121962.81,0.0,0
39365,2,25,99,3,111043.56,0.0,0
39368,2,34,99,0,20755.74,0.0,1
39369,2,23,99,0,23782.17,0.0,0
39371,2,40,2,0,63713.58,0.0,1
39372,2,40,2,0,107088.6,0.0,0
39374,2,24,1,3,45475.59,0.0,0
39375,2,28,3,3,48476.94,0.0,0
39377,2,34,99,0,121423.29,0.0,0
39382,2,24,3,3,117310.979016494,0.0,0
39385,2,50,2,3,68924.4,0.0,0
39386,2,29,99,0,17955.0,0.0,0
39388,2,23,3,3,112308.0,0.0,0
39390,2,29,99,0,87902.94,0.0,0
39391,2,51,3,3,102413.49,0.0,0
39392,2,33,3,3,117310.979016494,0.0,0
39394,2,25,3,3,117310.979016494,0.0,0
39397,2,43,3,0,104025.84,0.0,0
39399,2,23,99,0,37908.75,0.0,0
39400,2,28,99,3,117310.979016494,0.0,0
39402,2,65,3,3,130505.91,0.0,1
39403,2,50,1,0,47315.64,0.0,0
39405,2,23,99,3,90787.86,0.0,0
39407,2,43,2,3,76426.41,0.0,0
39410,2,28,1,3,78840.78,0.0,0
39412,2,26,99,0,52795.8,0.0,0
39413,2,27,99,3,64576.8,0.0,0
39414,2,64,99,0,117310.979016494,0.0,0
39416,2,58,2,0,164728.68,0.0,0
39418,2,46,2,3,117310.979016494,0.0,0
39419,17,47,2,3,117310.979016494,0.0,0
39421,2,23,3,3,106188.9,0.0,0
39422,2,32,99,0,48628.47,0.0,0
39425,2,30,2,3,117310.979016494,0.0,0
39428,2,37,3,0,194032.86,0.0,0
39429,2,24,1,3,204666.24,0.0,0
39430,2,27,2,3,193100.25,0.0,0
39432,2,24,99,0,117310.979016494,0.0,0
39434,2,43,1,3,117310.979016494,0.0,0
39439,2,47,3,3,117310.979016494,0.0,0
39440,2,26,3,3,60105.54,0.0,0
39441,2,24,2,3,38098.38,0.0,0
39446,2,29,3,3,58148.85,0.0,0
39448,2,24,2,3,65296.2,0.0,0
39449,2,23,99,3,131870.25,0.0,0
39450,2,27,99,0,103367.34,0.0,1
39452,2,38,2,3,121537.95,0.0,0
39455,2,23,3,3,60171.81,0.0,0
39456,2,23,99,0,203346.18,0.0,0
39458,2,50,99,0,43067.01,0.0,0
39466,2,24,99,3,41664.03,0.0,0
39468,2,24,3,3,55207.38,0.0,0
39469,8,61,1,3,88950.51,0.0,0
39470,2,23,99,3,83796.51,0.0,0
39473,2,25,99,0,101530.17,0.0,0
39475,2,68,99,0,287351.76,0.0,0
39476,2,30,2,0,105736.44,0.0,1
39478,2,23,3,3,117310.979016494,0.0,0
39479,2,32,3,3,117310.979016494,0.0,0
39480,2,23,99,0,41801.28,0.0,0
39482,2,34,3,3,36420.96,0.0,0
39484,2,23,2,3,130884.0,0.0,0
39486,2,31,99,3,117310.979016494,0.0,0
39488,2,44,1,3,117310.979016494,0.0,0
39496,2,23,3,3,117310.979016494,0.0,0
39497,2,23,3,3,117310.979016494,0.0,0
39499,2,42,1,3,156012.84,0.0,0
39500,2,23,99,3,85584.66,0.0,0
39503,2,24,3,3,50961.81,0.0,0
39504,2,23,3,3,44530.83,0.0,0
39505,13,36,1,3,51637.47,900.0,0
39512,2,23,3,3,117310.979016494,0.0,0
39518,2,23,3,3,54186.66,0.0,0
39519,2,32,2,3,97338.72,0.0,1
39521,2,23,99,0,131760.78,0.0,0
39524,2,24,99,3,117310.979016494,0.0,0
39527,2,30,99,3,101859.06,0.0,0
39528,2,25,3,3,82202.01,0.0,0
39529,2,29,99,0,70315.86,0.0,0
39530,2,31,1,3,206223.51,0.0,0
39533,2,24,2,3,105561.06,0.0,0
39535,2,29,3,3,91740.9,0.0,0
39537,2,53,99,3,117310.979016494,0.0,1
39538,2,42,1,3,78164.49,0.0,0
39539,2,27,3,3,115732.2,0.0,0
39540,2,25,99,3,297181.17,0.0,0
39541,2,23,1,3,75763.41,0.0,0
39542,2,24,3,3,107850.12,0.0,0
39546,2,40,99,0,265591.74,0.0,0
39551,8,49,3,3,117310.979016494,0.0,1
39552,2,23,99,0,165553.71,0.0,0
39553,2,23,99,0,67411.26,0.0,0
39560,2,55,1,0,261239.61,0.0,0
39565,2,25,3,3,117310.979016494,0.0,0
39567,2,59,1,3,150869.28,0.0,0
39569,2,23,3,3,94218.66,0.0,0
39574,2,23,3,3,66475.65,0.0,0
39575,2,29,3,3,176344.38,0.0,0
39576,2,23,99,0,138291.75,0.0,0
39577,2,26,99,0,296474.22,0.0,0
39579,2,48,99,0,103776.57,0.0,0
39583,15,44,99,0,85303.83,0.0,0
39586,2,25,3,3,117310.979016494,0.0,0
39588,2,24,2,3,117310.979016494,0.0,0
39589,2,23,2,3,117310.979016494,0.0,0
39592,2,25,3,3,63932.61,0.0,0
39593,2,23,2,3,53696.37,0.0,0
39598,2,30,99,3,117184.29,0.0,1
39599,2,27,99,0,71321.58,0.0,0
39600,2,26,99,0,104117.01,0.0,0
39601,2,41,99,0,117310.979016494,0.0,0
39602,2,24,99,0,672057.18,0.0,0
39603,2,27,3,3,117310.979016494,0.0,0
39605,6,43,99,0,212452.86,0.0,0
39608,2,31,99,0,134998.02,0.0,0
39612,2,50,1,3,117310.979016494,66237.54,0
39614,2,31,1,3,91673.25,0.0,0
39615,2,23,3,3,34949.16,0.0,0
39616,2,51,2,3,56587.44,0.0,0
39618,2,23,1,0,53972.04,0.0,0
39620,2,29,99,0,117310.979016494,0.0,0
39622,2,38,2,3,117310.979016494,0.0,0
39623,2,57,2,0,94166.64,0.0,0
39624,2,25,3,3,100784.64,0.0,0
39625,2,28,99,0,174977.04,0.0,0
39632,2,23,99,3,131833.68,0.0,0
39633,2,23,3,3,117310.979016494,0.0,0
39634,2,23,99,3,107746.86,0.0,0
39635,2,23,99,3,95546.1,0.0,0
39636,2,23,1,3,105739.5,0.0,0
39637,2,23,99,3,117310.979016494,0.0,0
39640,2,37,99,0,35031.6,0.0,1
39644,2,42,99,0,75882.39,0.0,0
39645,2,30,99,0,117310.979016494,0.0,0
39647,2,23,99,0,30153.72,0.0,0
39648,2,24,99,0,259590.48,0.0,0
39651,2,23,99,0,64269.36,0.0,0
39652,2,36,1,3,49878.45,0.0,0
39653,2,38,2,0,127019.07,0.0,0
39654,2,23,3,3,108230.28,0.0,0
39657,2,25,3,3,50916.3,0.0,0
39658,2,39,99,0,117310.979016494,0.0,0
39659,2,23,99,0,63443.4,0.0,0
39661,2,40,99,0,95294.73,0.0,0
39662,2,23,99,3,117310.979016494,0.0,0
39663,2,44,1,3,56947.23,30.0,0
39667,2,41,1,3,57450.6,0.0,1
39669,2,40,1,3,127442.64,0.0,0
39670,2,25,99,0,107569.65,0.0,0
39673,2,24,99,0,106182.6,0.0,0
39674,2,25,1,3,92942.34,120.0,0
39678,2,29,2,0,111343.2,0.0,0
39679,2,40,2,3,64982.49,0.0,0
39681,2,23,3,3,50520.99,0.0,0
39684,2,30,99,0,105015.81,0.0,0
39685,2,29,1,0,43822.89,0.0,0
39689,2,27,2,3,78301.83,0.0,0
39692,2,23,99,0,88982.49,0.0,0
39693,2,44,1,3,55480.95,0.0,0
39694,2,42,3,3,175835.55,0.0,0
39696,2,97,2,3,117310.979016494,0.0,0
39699,2,53,99,0,232556.79,0.0,0
39700,2,60,3,3,117310.979016494,0.0,0
39701,2,68,99,0,70779.06,0.0,0
39702,2,34,2,3,95393.1,0.0,0
39704,2,33,1,3,43024.92,0.0,0
39705,2,23,1,3,117310.979016494,150.0,0
39706,2,90,2,3,221213.7,0.0,0
39707,2,23,99,0,39321.96,0.0,0
39708,2,67,2,0,47464.44,0.0,0
39710,2,23,99,3,57695.97,0.0,0
39711,2,60,99,0,117310.979016494,0.0,0
39712,2,23,99,3,175691.46,0.0,0
39713,2,23,99,0,117310.979016494,0.0,0
39714,2,23,99,3,353668.92,0.0,0
39715,2,23,99,0,258640.38,0.0,0
39720,2,23,2,3,54457.92,0.0,0
39721,2,63,99,0,41355.0,0.0,0
39723,2,87,99,0,117310.979016494,0.0,0
39724,2,27,99,0,400755.9,0.0,0
39725,2,39,99,0,68534.46,0.0,0
39726,2,41,99,0,86865.9,0.0,0
39727,2,27,3,3,64059.45,0.0,0
39730,2,35,3,3,91264.65,0.0,0
39734,2,27,3,3,135427.8,0.0,0
39736,2,27,3,3,115080.75,0.0,0
39738,2,23,3,3,80919.66,0.0,0
39739,2,23,99,3,82727.73,0.0,0
39740,2,35,1,0,117310.979016494,0.0,0
39741,2,48,3,0,117310.979016494,0.0,0
39749,2,23,99,0,47418.99,0.0,0
39752,2,51,99,0,124526.76,0.0,0
39753,2,43,99,0,117310.979016494,0.0,1
39754,2,23,3,3,144347.76,0.0,0
39757,2,26,3,3,73459.32,0.0,0
39759,2,38,3,3,148707.87,0.0,0
39762,2,23,1,3,65058.09,0.0,0
39764,2,48,99,3,117310.979016494,0.0,0
39765,2,50,1,0,63791.22,0.0,1
39766,2,35,1,3,50271.27,1200.0,0
39767,2,64,3,3,117310.979016494,0.0,0
39768,2,23,99,3,117310.979016494,0.0,0
39771,2,55,99,0,142026.24,0.0,0
39775,2,65,2,3,84198.45,0.0,0
39778,2,23,99,0,42836.43,0.0,0
39779,2,27,3,3,117310.979016494,0.0,0
39780,2,23,99,3,69056.37,0.0,0
39782,2,52,99,0,18532.62,0.0,1
39788,2,24,99,3,838328.94,0.0,0
39793,2,50,99,0,117310.979016494,0.0,0
39795,2,45,3,0,187349.19,0.0,0
39796,2,24,99,3,50704.44,0.0,0
39801,2,23,99,3,79420.59,0.0,0
39802,2,43,99,0,117310.979016494,0.0,0
39803,2,30,2,3,159009.21,0.0,0
39804,2,26,3,3,53943.9,0.0,0
39810,2,50,99,0,55126.41,0.0,0
39811,2,23,99,0,51957.9,0.0,0
39812,103,56,1,3,252876.99,0.0,0
39813,2,35,99,3,83469.66,0.0,0
39816,2,23,3,3,52169.79,0.0,0
39817,79,33,1,3,152023.86,1050.0,0
39820,2,23,3,3,191785.35,0.0,0
39821,2,49,3,3,300545.25,0.0,0
39824,2,26,99,3,47186.16,0.0,0
39825,2,27,3,3,20472.75,0.0,0
39826,2,25,99,3,58250.85,0.0,0
39829,2,30,3,3,33513.63,0.0,0
39830,2,58,2,3,68617.53,0.0,0
39831,2,23,3,3,117310.979016494,0.0,0
39832,2,23,99,3,107817.81,0.0,0
39833,2,39,99,0,117310.979016494,0.0,0
39836,2,75,1,0,100430.61,0.0,0
39838,2,23,3,3,35672.43,0.0,0
39839,2,30,1,3,95918.13,0.0,0
39842,2,78,3,3,144838.44,0.0,0
39847,2,24,3,3,77441.43,0.0,0
39848,2,33,2,3,59084.16,0.0,0
39849,12,40,3,0,87622.98,0.0,0
39851,2,67,99,0,79160.7,0.0,0
39852,2,54,99,0,112950.84,0.0,0
39853,2,42,99,0,64439.07,0.0,0
39854,2,23,99,0,117310.979016494,0.0,0
39855,2,39,1,3,127931.25,0.0,0
39856,2,27,99,3,78141.3,0.0,0
39857,2,40,2,3,111480.24,0.0,0
39859,2,37,1,3,117310.979016494,0.0,0
39862,2,28,3,3,192636.18,0.0,0
39864,2,23,99,3,117310.979016494,0.0,0
39866,2,23,3,3,65544.12,0.0,0
39867,2,61,1,3,117310.979016494,0.0,0
39868,2,23,1,3,63145.8,0.0,0
39870,4,37,1,0,85333.53,0.0,0
39871,2,29,99,0,111613.38,0.0,0
39873,2,39,99,0,108705.96,0.0,0
39875,2,29,3,3,66658.08,0.0,0
39876,2,39,99,3,86304.54,0.0,0
39880,36,52,99,0,303435.36,0.0,0
39882,2,39,99,0,117310.979016494,0.0,0
39883,2,36,2,3,85558.62,0.0,0
39885,2,26,2,3,106356.09,0.0,0
39886,2,25,99,0,107092.59,0.0,0
39887,2,25,3,3,385199.82,0.0,0
39894,2,23,99,3,36053.43,0.0,0
39898,2,35,2,3,117310.979016494,0.0,0
39900,2,44,2,3,22520.82,0.0,0
39901,2,38,99,0,75936.87,0.0,0
39902,2,53,2,0,117310.979016494,0.0,0
39903,2,23,99,0,277784.88,0.0,0
39906,2,31,3,3,110772.42,0.0,0
39907,2,23,99,0,91599.63,0.0,0
39910,12,48,1,0,50198.58,0.0,0
39911,2,30,1,3,117310.979016494,0.0,0
39912,2,23,3,3,41175.3,0.0,0
39913,2,29,99,3,25427.01,0.0,0
39914,2,39,99,0,83023.8,0.0,1
39916,2,23,99,0,59621.55,0.0,0
39918,2,37,3,3,117310.979016494,0.0,0
39919,5,37,1,3,117310.979016494,0.0,0
39920,2,46,2,0,92891.43,0.0,1
39921,2,23,99,3,55297.59,0.0,0
39923,2,27,3,0,117310.979016494,0.0,0
39924,2,38,99,0,137560.41,0.0,0
39926,2,25,99,0,337808.7,0.0,0
39928,2,23,3,3,59932.68,0.0,0
39930,2,32,1,3,103803.6,600.0,0
39931,2,23,99,3,117310.979016494,0.0,0
39932,2,25,1,3,236690.34,0.0,0
39935,2,73,99,0,82395.42,0.0,0
39936,2,25,99,0,107187.12,0.0,0
39937,2,56,3,3,72693.27,0.0,0
39938,2,23,3,3,53153.43,0.0,0
39940,2,23,99,0,117310.979016494,0.0,0
39941,2,25,3,3,99027.6,0.0,0
39942,2,25,99,3,32295.75,0.0,0
39946,2,44,99,0,80639.07,0.0,0
39948,2,34,99,3,56803.59,0.0,0
39949,2,23,3,3,117310.979016494,0.0,0
39950,2,23,3,3,184861.11,0.0,0
39951,2,26,3,3,117310.979016494,0.0,0
39952,2,32,3,3,248935.56,0.0,0
39953,2,26,99,0,159786.51,0.0,0
39954,2,32,99,3,117310.979016494,0.0,0
39955,2,61,99,3,87829.41,0.0,1
39958,2,35,2,3,74185.2,0.0,1
39961,2,23,3,3,70862.73,0.0,0
39963,2,23,3,3,117310.979016494,0.0,0
39967,2,23,99,0,117310.979016494,0.0,0
39968,2,23,99,0,177376.14,0.0,0
39969,2,25,3,3,93917.04,0.0,0
39971,8,29,1,3,160221.12,0.0,0
39972,9,23,99,3,117310.979016494,0.0,0
39973,2,23,3,3,118876.32,0.0,0
39974,2,49,99,0,48846.39,0.0,0
39977,2,63,1,3,250240.2,0.0,0
39978,2,64,2,3,87716.4,0.0,0
39983,2,49,3,3,212871.87,0.0,0
39986,2,26,99,3,39452.28,0.0,0
39989,2,46,99,0,100539.69,0.0,1
39990,2,46,1,0,117310.979016494,0.0,0
39994,2,44,99,0,117558.15,0.0,1
39995,2,34,2,3,176643.06,0.0,0
39997,2,23,99,0,117310.979016494,0.0,0
39998,2,24,3,3,131938.65,0.0,0
39999,2,23,99,0,49554.9,0.0,0
40001,2,30,3,3,43813.62,0.0,0
40004,2,24,99,0,124589.67,0.0,0
40005,2,40,1,3,118595.13,0.0,0
40009,2,49,99,0,140679.36,0.0,0
40010,2,23,3,3,63383.58,0.0,0
40011,2,25,99,0,256784.31,0.0,0
40012,102,78,1,0,209916.09,0.0,0
40014,2,40,2,0,212309.28,0.0,0
40017,2,62,1,3,56746.23,30.0,0
40018,2,23,99,3,305728.14,0.0,0
40020,2,25,3,3,40374.48,0.0,1
40023,2,23,99,3,117310.979016494,0.0,0
40024,2,24,1,3,66850.29,240.0,0
40026,2,27,99,0,117310.979016494,0.0,1
40027,2,23,99,0,68912.49,0.0,0
40028,2,41,2,3,93800.28,0.0,0
40030,2,26,1,3,117716.88,300.0,0
40031,2,23,99,0,145371.33,0.0,0
40032,2,36,99,0,117310.979016494,0.0,0
40033,2,23,99,3,117310.979016494,0.0,0
40035,2,23,3,3,26333.1,0.0,0
40037,2,27,99,3,57976.02,0.0,0
40041,2,23,99,3,117310.979016494,0.0,0
40042,2,83,2,3,104883.6,0.0,0
40044,2,36,1,3,39165.78,0.0,0
40045,2,23,2,3,96134.58,0.0,0
40047,2,46,99,3,68736.51,0.0,0
40048,2,39,2,3,117310.979016494,0.0,0
40049,2,23,99,0,49074.63,0.0,0
40050,2,23,99,0,31090.29,0.0,0
40052,13,32,1,3,117310.979016494,0.0,0
40053,2,23,1,3,92330.19,900.0,0
40055,2,23,99,0,117310.979016494,0.0,0
40058,2,25,99,0,86339.04,0.0,0
40059,2,24,2,3,74521.2,0.0,0
40065,2,73,1,3,138092.43,0.0,0
40066,2,25,99,3,70378.98,0.0,0
40067,2,24,3,3,74727.39,0.0,0
40069,2,36,99,0,121359.27,0.0,0
40070,2,24,99,3,20482.11,0.0,0
40074,2,34,3,3,145785.78,0.0,0
40076,2,25,1,3,162971.58,0.0,0
40077,2,56,99,0,114776.82,0.0,0
40078,2,27,3,3,77202.0,0.0,0
40082,2,40,1,3,116741.91,0.0,0
40084,2,36,99,0,41768.49,0.0,0
40085,2,23,3,3,83608.08,0.0,0
40086,2,27,1,3,92586.42,0.0,0
40087,2,24,2,3,37949.79,0.0,0
40088,2,27,3,3,61404.66,0.0,0
40089,2,24,3,3,55680.39,0.0,0
40093,2,23,99,0,65874.63,0.0,0
40094,2,26,3,3,54922.32,0.0,0
40096,2,24,3,3,22152.75,0.0,0
40097,2,75,99,0,117310.979016494,0.0,0
40098,2,27,3,3,117310.979016494,0.0,0
40100,2,26,99,3,102895.89,0.0,0
40101,2,76,1,3,193174.95,0.0,0
40107,2,23,99,0,89956.89,0.0,0
40108,2,23,99,3,46353.21,0.0,0
40109,2,32,2,3,87190.14,0.0,0
40110,2,70,3,3,164167.35,0.0,0
40112,9,57,99,3,117310.979016494,0.0,0
40113,2,23,99,0,117310.979016494,0.0,0
40114,2,44,2,0,84904.44,0.0,0
40115,2,23,99,0,47466.39,0.0,0
40116,2,24,99,3,54211.35,0.0,1
40121,2,23,99,0,102310.86,0.0,0
40122,2,32,99,0,90394.44,0.0,0
40123,2,23,99,3,117256.38,0.0,0
40125,2,22,3,3,117310.979016494,0.0,0
40128,2,34,1,3,63878.37,0.0,0
40130,2,23,2,3,71930.49,0.0,0
40131,2,47,3,3,201890.73,0.0,0
40133,2,23,3,3,41293.68,0.0,0
40134,2,23,99,3,117310.979016494,0.0,0
40135,2,49,99,0,71276.43,0.0,0
40136,2,23,99,0,163075.26,0.0,0
40137,2,39,99,0,117310.979016494,0.0,0
40138,2,39,1,3,117310.979016494,0.0,0
40140,2,22,0,3,117310.979016494,0.0,0
40143,2,36,99,0,193023.3,0.0,0
40149,2,23,3,3,37568.73,0.0,0
40151,2,52,99,3,37234.83,0.0,0
40152,2,43,2,3,87560.25,0.0,0
40153,2,41,1,3,51792.57,0.0,0
40156,2,63,1,0,35431.2,0.0,0
40157,2,76,2,0,117310.979016494,0.0,0
40162,2,56,3,3,84014.73,0.0,0
40163,2,50,3,0,128223.24,0.0,0
40167,2,40,1,0,75349.11,0.0,0
40172,2,26,99,3,57121.11,0.0,0
40173,2,27,2,0,108178.68,0.0,0
40174,2,36,1,3,117310.979016494,0.0,0
40175,2,31,1,3,117310.979016494,0.0,0
40181,2,23,3,3,100590.81,0.0,0
40182,2,41,1,3,82767.18,0.0,0
40184,2,57,99,0,51932.64,0.0,0
40187,2,23,99,3,215405.55,0.0,0
40188,2,58,1,3,117310.979016494,0.0,0
40190,3,63,1,3,117310.979016494,0.0,0
40191,2,52,1,3,152660.94,0.0,0
40193,2,34,1,3,50852.82,0.0,0
40194,2,23,99,3,222017.58,0.0,0
40195,2,23,3,3,77665.77,0.0,0
40197,2,23,3,3,67943.16,0.0,0
40201,4,43,1,3,451491.69,0.0,0
40202,2,39,99,0,117310.979016494,0.0,0
40203,2,23,99,3,117310.979016494,0.0,0
40204,2,23,99,3,104396.73,0.0,0
40205,2,53,3,3,117310.979016494,0.0,0
40208,2,30,1,3,24811.05,0.0,0
40213,2,23,99,3,82366.95,0.0,0
40215,2,24,2,3,344036.94,0.0,0
40217,2,59,1,0,117310.979016494,0.0,0
40219,2,36,99,0,43044.63,0.0,0
40220,2,23,3,3,65959.38,0.0,0
40221,2,27,99,0,117310.979016494,0.0,0
40224,2,28,99,0,146202.69,0.0,0
40225,2,25,1,3,402464.37,0.0,0
40227,2,29,99,3,80196.18,0.0,0
40228,2,37,2,0,72530.94,0.0,0
40229,2,26,1,3,176638.5,960.0,0
40230,2,28,3,3,87277.41,0.0,0
40231,2,49,1,3,191067.36,764.82,0
40233,2,27,3,3,51954.45,0.0,0
40236,2,29,99,3,38316.72,0.0,0
40237,2,26,3,3,117663.78,0.0,0
40238,2,40,99,0,60411.87,0.0,0
40240,2,43,2,3,65594.91,0.0,0
40245,2,39,99,0,106967.07,0.0,0
40246,2,23,3,3,138815.28,0.0,0
40247,2,50,99,0,117310.979016494,0.0,0
40255,2,36,99,0,155125.08,0.0,0
40256,2,56,2,3,91747.59,0.0,0
40257,2,23,3,3,132488.34,0.0,0
40260,2,22,1,3,189605.91,120.0,0
40264,91,67,3,0,117310.979016494,0.0,0
40267,2,25,3,3,224266.98,0.0,0
40270,2,38,1,3,108181.59,8700.0,0
40272,2,35,1,3,45901.98,0.0,1
40273,2,37,1,0,125552.37,0.0,0
40278,2,23,99,3,122893.41,0.0,0
40281,2,28,99,0,89106.06,0.0,0
40282,2,32,3,3,42129.18,0.0,0
40285,2,58,3,3,117310.979016494,0.0,0
40290,2,48,2,0,105696.33,0.0,0
40293,15,34,1,3,168733.62,0.0,0
40297,2,31,1,0,36347.19,150.0,0
40298,2,37,99,0,117310.979016494,0.0,0
40302,2,24,3,3,115510.14,0.0,0
40304,2,37,2,0,49040.37,0.0,0
40308,2,65,3,3,117310.979016494,0.0,0
40309,2,23,3,3,82293.03,0.0,0
40310,2,42,1,3,117310.979016494,1335.0,0
40311,2,41,1,3,117310.979016494,0.0,0
40313,2,42,99,3,117310.979016494,0.0,0
40316,2,23,99,3,48911.07,0.0,0
40317,2,23,99,0,125020.74,0.0,0
40318,2,35,99,3,117310.979016494,0.0,0
40320,2,23,3,3,128616.9,0.0,0
40322,2,34,99,0,139240.86,0.0,0
40323,2,24,3,3,117310.979016494,0.0,0
40324,2,28,99,3,63002.19,0.0,0
40327,2,55,1,0,156741.96,0.0,0
40329,2,29,3,3,40751.34,0.0,0
40330,91,53,3,0,119179.47,0.0,0
40331,2,51,1,3,108829.74,0.0,0
40332,2,27,3,3,66444.33,0.0,0
40335,2,34,1,3,147272.94,0.0,0
40337,2,26,3,3,43375.41,0.0,0
40339,2,31,2,3,130791.9,0.0,0
40340,2,25,3,3,117310.979016494,0.0,0
40342,2,53,1,3,100672.02,0.0,0
40344,2,37,3,3,117310.979016494,0.0,0
40346,2,23,3,3,107266.65,0.0,0
